Serial Number,Company Name,Employee Markme,Description,Leave
29404,Illuminate Ventures,Edna,tracedata,4
29405,Gateway Incubator,Leslie,divineinterventures,1
29406,Oracle,Ray,qdev,9
29407,KBC Staffing,Hollis,roofstock,0
29408,TCS,Estella,cadency,8
29409,Nana,Julius,unchainedlogistics,5
29410,Kato,Myrtis,www.askmediagroup,5
29411,XQ Message,Edna,palocolorado,6
29412,The Hood Incubator,King,skilltapp,8
29413,Illuminate Ventures,Warhol,saferize,7
29414,Mphasis,Myrtle,propellerlabs,7
29415,LocusLabs Inc,Evelyn,www.kaporcenter,2
29416,Pyka,Emmett,dailykos,6
29417,Samsung,Adolphus,wedrop,3
29418,swiss,Dave,wedrop,8
29419,Big Run Studios,Alfred,ceresimaging,4
29420,Rx Redefined,Robert,vidado,2
29421,Tech Liminal,Rebecca,rxredefined,0
29422,Idea Builder,Iona,etrackerllc,6
29423,Financial Computer Support Inc.,Pearlie,poweredbypennies,1
29424,Skilltapp Inc.,Alfred,abstractcre,8
29425,Legal Passage,Dennis,bki,0
29426,Sun Microsystem,Sidney,vibryant,5
29427,Hewai,Glennie,schoolzilla,8
29428,Etracker,Linnie,sub4.me,2
29429,Vivun,Ira,Technology,4
29430,lvl Analytics,Vinnie,tinctoriumbio,1
29431,Vertosa,Dovie,deepmedia,7
29432,Better Mortgage,Margie,radicaldesigns,7
29433,Radical Designs,Julius,comcate,7
29434,LendUp,Clyde,helloresolve,5
29435,Grasshopper Kiosks,Maud,flypyka,2
29436,Apple,Alfred,www.boxbot,9
29437,Allganize,Elsie,saferize,2
29438,TCS,Corine,www.kaporcenter,4
29439,Yunit,Laura,sparkart,0
29440,Airquest,Exie,21tech,3
29441,SPARKART GROUP INC,Barbara,sbnsoftware,4
29442,LocusLabs Inc,Green,ratecred,1
29443,Marqeta,Cleo,dailykos,7
29444,Luna Information Systems,Vinnie,swingtalent,8
29445,Cintric,Sidney,taote.shop,4
29446,BKI Software Solutions,Maud,swig,2
29447,Skillprint,Liza,mayvenn,6
29448,NVIDIA,Julius,flo-ai,9
29449,CashBet,RON,swingtalent,1
29450,Chemistry,Trudie,sub4.me,3
29451,Infosys,Hollis,marqeta,7
29452,lvl Analytics,Alfred,afriexapp,5
29453,SquadCast.fm,Bettie,techliminal,4
29454,Manifold,Alma,cloudstead,2
29455,Ask Media Group,KELLY,Technology,4
29456,NOKIA,Evelyn,thecloroxcompany,8
29457,Rx Redefined,KELLY,bodega,8
29458,productboard,Hollis,kbcstaffing,6
29459,Guide,Katie,hingeto,0
29460,Google,Wilson,joinmosaic,9
29461,CISCO,Annie,www.npmjs,9
29462,Storyteller,Emmett,ideabuilder,6
29463,PolySign,Josie,deferpanic,2
29464,Walmart,Ossie,saferize,2
29465,Accenture,Joe,frontleaf,7
29466,Litterati,Gennie,designaction,3
29467,Manifold,Edna,mmwd,3
29468,Spinwheel,Estella,tinctoriumbio,1
29469,Skyloom Global,Dinesh David,sbnsoftware,9
29470,npm,Ellen,mct,7
29471,Renew Financial,Luke,targetx,9
29472,Simple But Needed Inc.,Porter,oncue,2
29473,Logistix Solutions,Emmett,lucidconnects,5
29474,SWIG,Anne,sependa,7
29475,Shiru,Mamie,21tech,3
29476,Pyka,Linnie,legalpassage,7
29477,Beezwax,Simon,vivun,2
29478,cizna,Luke,poweredbypennies,4
29479,Bedrock Analytics,Fannie,mmwd,5
29480,Google,PETER,bigrunstudios,7
29481,Nearby,Ernest,www.gtwy,4
29482,Outlier,Dinesh David,unchainedlogistics,6
29483,Chemistry,Julius,kickstartcoding,3
29484,Omicia,Era,joinbloommunity,8
29485,yozio,RON,productboard,0
29486,Saferize,Edward,guideapp,3
29487,Neyborly,Alma,xqmsg,8
29488,Teech Mahindra,Roshan,bodega,9
29489,Nana,Era,cadency,1
29490,Wipro,Hanary,glancepoint,5
29491,BuildSite,Dessie,coreloop,8
29492,Ask Media Group,Liza,theshoppad,7
29493,Stealthy IM,Mamie,vsco,1
29494,Walmart,Goldie,oncue,3
29495,Unionforce,Abbie,21tech,1
29496,Gravitational,Luke,radicaldesigns,3
29497,Storyteller,Adolphus,www.askmediagroup,6
29498,Kapor Center for Social Impact,William,fcsi,5
29499,Schoolzilla,Corine,envisionmobile,7
29500,LAVA,Hollis,kindwhale,7
29501,Skyloom Global,Vishwa,lucidconnects,6
29502,TargetX,Edward,nearbyhq,1
29503,Unagi Scooters,King,stealthy,4
29504,Propeller Labs,Thelma,servant,6
29505,q{Dev} LLC,Sachin,renewfinancial,5
29506,yozio,Rosie,mayvenn,0
29507,Momentum,Hettie,pineparkhealth,9
29508,XQ Message,Thelma,www.beezwax,6
29509,99designs,William,taote.shop,4
29510,Fivetran,Emmett,yozio,0
29511,Skyloom Global,PETER,helloresolve,1
29512,Shell,Gennie,schoolzilla,0
29513,TargetX,RON,21tech,5
29514,Skillprint,Exie,tequitable,9
29515,Afriex,David,crescendoapp,7
29516,Riffyn,Lillian,nearbyhq,9
29517,Kaiser Permanente,Dessie,stealthy,8
29518,Fivetran,Ernest,cashbet,5
29519,Microsoft,KELLY,thecloroxcompany,6
29520,Zorroa,PAUL,stealthy,0
29521,Financial Computer Support Inc.,Moses,axiomcloud,2
29522,Etracker,Rachel,glancepoint,0
29523,yozio,Sachin,swingtalent,2
29524,Mailchimp,PETER,storytellerhq,3
29525,Huue,Davin,mailchimp,4
29526,Zensar,Annie,roofstock,6
29527,q{Dev} LLC,Nelson,helloresolve,8
29528,Skyloom Global,Ellen,Information Technology,9
29529,HCL,Corine,xqmsg,6
29530,Merus,Harvey,britehub,0
29531,Toole Design Group,Dinesh David,lucidconnects,2
29532,Zensar,Dave,simpledynamics,0
29533,TCS,Lassie,joro,2
29534,Postly,Louis,deepmedia,5
29535,Customer Lobby,Dave,litterati,3
29536,Skyloom Global,James,viable.fit,2
29537,AppSmyth Inc.,Anne,even,9
29538,Daily Kos,Iona,joinmosaic,2
29539,Kickstart Coding,Cleo,sparkart,7
29540,WeDrop Software,Sidney,givemomentum,7
29541,The institute of research and ethics in technology,Laura,www.boxbot,4
29542,Accenture,Ossie,bigrunstudios,3
29543,Rockbot,Tressie,deepmedia,3
29544,DeepMedia AI,Lassie,quosap,0
29545,SPARKART GROUP INC,Dovie,shiru,7
29546,Momentum,Maud,skilltapp,1
29547,NanoVMs Inc,Evelyn,squadcast.fm,5
29548,Saferize,Rubie,parsleysoftware,5
29549,Unagi Scooters,Margie,qwasar,0
29550,lvl Analytics,Luke,flo-ai,5
29551,XQ Message,Estella,roofstock,9
29552,Bedrock Analytics,Rachel,xqmsg,5
29553,OPAL QUALITY SYSTEM MGMT.,Vinnie,joro,5
29554,Grasshopper Kiosks,Estella,xqmsg,2
29555,Turnitin,Warhol,www.pandora,1
29556,Logistix Solutions,Lillian,propellerlabs,4
29557,Skyloom Global,Barbara,rxredefined,4
29558,Distru,Richard,fotonotes,0
29559,EFoundry Consulting,David,joro,7
29560,Kickstart Coding,Robert,www.npmjs,9
29561,Dotshop,Lassie,postly,4
29562,Accenture,Wilson,parsleysoftware,3
29563,Core Loop Games,Ernest,radicaldesigns,0
29564,Yunit,Alfred,roofstock,6
29565,Afriex,Lassie,riffyn,2
29566,Litterati,Edna,bigrunstudios,1
29567,OPAL QUALITY SYSTEM MGMT.,Leslie,fivetran,9
29568,Better Mortgage,Evelyn,customerlobby,5
29569,Yarden,Emmett, IT HUB,4
29570,CISCO,Warhol,www.askmediagroup,3
29571,Parsley Software,Jim Andrson,cintric,7
29572,AppSmyth Inc.,Ellen,bodega,9
29573,The Clorox Company,Ray,viable.fit,1
29574,Oracle,Myrtle,angelloop,6
29575,SUB4ME INC,Lenora,viable.fit,0
29576,Relaso - CRM for Magento E-Commerce,Lucinda,99designs,2
29577,LendUp,Rachel,qwasar,1
29578,OPAL QUALITY SYSTEM MGMT.,Abbie,getthru,6
29579,Ceres Imaging,Lenora,glancepoint,4
29580,AerialSpaces,Josie,wedrop,0
29581,Vidado,Ray,unagiscooters,1
29582,Etracker,Margie,nana academy,2
29583,Vivun,Ray,wedrop,8
29584,Storyteller,Elsie,thecloroxcompany,1
29585,TCS,Jim Andrson,illuminate,7
29586,Pyka,Ellen,skilltapp,1
29587,Core Loop Games,Thelma,broadly,9
29588,Kapor Center for Social Impact,Jean,poweredbypennies,7
29589,ExaVault,Hanary,www.lendup,8
29590,RateCred,Barbara,kickstartcoding,3
29591,Gazprom,Julius,poweredbypennies,1
29592,Vivun,Lorraine,poweredbypennies,9
29593,Vertosa,Wilson,liferaft,8
29594,Apple,PETER,yunithome,1
29595,NVIDIA,Annie,candlecrm,6
29596,PANDORA MEDIA INC.,Katie,everlaw,1
29597,Hingeto,Sachin,outlier,1
29598,Capology,Hettie,enwoven,8
29599,Flexi Network,Thelma,riffyn,8
29600,Riffyn,Simon,powerhouse.fund,0
29601,VSCO,Rubie,designaction,3
29602,Phillips 66,Vishwa,stealthy,8
29603,Mayvenn,Laura,gravitational,2
29604,Kickstart Coding,King,radicaldesigns,6
29605,Etracker,Lenora,www.lendup,4
29606,Dotshop,Pinkie,yozio,6
29607,Toole Design Group,Lillian,parsleysoftware,7
29608,VSCO,KELLY,fivetran,8
29609,Daily Kos,Sarah,polysign,6
29610,Allganize,Era,skyloom,4
29611,productboard,Emmett,zorroa,5
29612,Google,Mamie,theshoppad,1
29613,Dotshop,Barbara,bedrockanalytics,9
29614,AerialSpaces,Robert,www.npmjs,5
29615,Ceres Imaging,Bettie,metritech,4
29616,BriteHub,Edna,mailchimp,2
29617,LINQ Software,Tommy,zonetap,7
29618,Gazprom,Jean,fieldphone,9
29619,Next Tech,Jimmy,riffyn,5
29620,Distru,Gordon,yozio,7
29621,Unchained Logistics,Green,divineinterventures,1
29622,Zensar,Rachel,afriexapp,1
29623,Chemistry,Ray,IT Challange,7
29624,productboard,Porter,better,4
29625,Moonshot Brands,Mamie,efoundryconsulting,1
29626,Parsley Software,Olanga,mct,9
29627,Enwoven,Dessie,cadency,9
29628,Daily Kos,Glennie,99designs,4
29629,MetriTech,Luke,even,8
29630,Gateway Incubator,Maud,flypyka,8
29631,lloyds,Thelma,tracedata,1
29632,Fluid,Corine,www.kaporcenter,6
29633,Bloom,Rubie,tinctoriumbio,2
29634,MetriTech,Myrtie,storytellerhq,7
29635,BriteHub,Dennis,exavault,3
29636,LaunchDarkly,Rachel,efoundryconsulting,9
29637,Manifold,Ernest,bodega,6
29638,Roofstock,Maud,binti,6
29639,Phillips 66,Margie,hingeto,0
29640,Binti,PAUL,rxredefined,8
29641,Kapor Center for Social Impact,Jimmy,breezy,1
29642,Guide,Lucinda,choosefluid,6
29643,Comfy,Lenora,yunithome,3
29644,Chargehound,Louis,next,5
29645,Idea Builder,Lucinda,next,8
29646,Microsoft,Sarah,opalqsm,0
29647,Flipcause,KELLY,theshoppad,6
29648,Airquest,Gordon,marqeta,5
29649,Comfy,Ray,fcsi,6
29650,21Tech,Anne,relasosales-crm,9
29651,lvl Analytics,Ernest,appsmyth,8
29652,cizna,Bettie,air-quest,1
29653,Stockwell Inc.,Anne,quosap,4
29654,AerialSpaces,James,next,7
29655,Luna Information Systems,Mamie,tradelanes,6
29656,UHG,Josie,hayden,8
29657,Apple,Alma,liferaft,7
29658,Koya Medical,Lassie,tooledesign,2
29659,Walmart,Marion,oncue,2
29660,MetriTech,Nellie,meruscase,3
29661,Manhattan,Dessie,FOUNDATION,2
29662,Postly,Gerald,meruscase,8
29663,Design Action Collective,Tressie,mmwd,6
29664,Phillips 66,Hanary,squadcast.fm,0
29665,Skillprint,Trudie,relasosales-crm,3
29666,Ceres Imaging,Jeanette,envisionmobile,4
29667,Momentum,Dave,customerlobby,3
29668,Ceres Imaging,Lenora,binti,5
29669,Nana,Dinesh David,mayvenn,1
29670,Parsley Software,Willie,mayvenn,3
29671,VSCO,King,www.boxbot,5
29672,Kaiser Permanente,Lenora,techliminal,7
29673,Relaso - CRM for Magento E-Commerce,Dave,spinwheel,2
29674,ShopPad,Annie,qwasar,8
29675,SnapStrat Inc.,Lenora,mayvenn,4
29676,Trellis,Sachin,guideapp,7
29677,Financial Computer Support Inc.,Tressie,vivun,1
29678,SquadCast.fm,Sarah,yarden.garden,1
29679,MetriTech,Sidney,next,1
29680,Vivun,Alma,parsleysoftware,4
29681,Parsley Software,Lorraine,relasosales-crm,6
29682,Shared Process Ecosystems,Goldie,even,4
29683,Broadly,Gennie,outlier,7
29684,Illuminate Ventures,Richard,kaiserpermanente,6
29685,Guide,Katie,next,8
29686,Dotshop,Clyde,joinbloommunity,5
29687,DeepMedia AI,William,ideabuilder,4
29688,BriteHub,Lenora,fabricgenomics,8
29689,AppSmyth Inc.,Isaac,grasshopperkiosks,3
29690,Divine Interventures,Luke,glancepoint,9
29691,Abstract,Isaac,zonetap,2
29692,Vidado,Lenora,cashbet,4
29693,Even,Rachel,capology,0
29694,Financial Computer Support Inc.,Gerald,vidado,4
29695,Oyster,Dovie,storytellerhq,2
29696,Fluid,Sarah,outlier,7
29697,Marqeta,Annie,skillprint,3
29698,Hewai,Wilson,oncue,2
29699,Axiom Cloud,Sarah,vidado,7
29700,Trace Data,Mabel,aerialspac.es,7
29701,Shell,Lillian,targetx,8
29702,ENVision mobile,Aline,vibryant,4
29703,Even,RON,outlier,3
29704,Bedrock Analytics,Sachin,targetx,4
29705,q{Dev} LLC,Dovie,fieldphone,5
29706,npm,Ernest,appsmyth,8
29707,Liferaft,Dennis,air-quest,1
29708,Mphasis,Moses,chargehound,2
29709,Simple Dynamics,Nelson,givemomentum,0
29710,Mphasis,Clarence,everlaw,5
29711,Postly,Edward,skilltapp,2
29712,ExaVault,Abbie,divineinterventures,6
29713,Mainz Brady Group,James,unagiscooters,1
29714,Beezwax,Ira,ideabuilder,3
29715,Radical Designs,Hollis,manifold,0
29716,Field Phone,Robert,joinbloommunity,3
29717,Cintric,Anne,viable.fit,6
29718,Enwoven,Clyde,snapstrat,5
29719,Boxbot,Clyde,better,7
29720,Revitalize Venture Studio,PAUL,www.beezwax,1
29721,Idea Builder,Rubie,joinmosaic,9
29722,KBC Staffing,Lucinda,specosystems,3
29723,Bedrock Analytics,Abbie,tequitable,8
29724,Simple But Needed Inc.,Green,litterati,4
29725,Zonetap,Emmitt,everlaw,3
29726,Montclair Advisors LLC,Era,sbnsoftware,5
29727,AppSmyth Inc.,Rebecca,tooledesign,7
29728,Mosaic,Fannie,efoundryconsulting,4
29729,Everlaw,Dessie,allganize,0
29730,21Tech,Moses,fcsi,2
29731,Divine Interventures,Ralph,outlier,0
29732,SWIG,Goldie,comfyapp,1
29733,Mailchimp,Pinkie,nana academy,1
29734,yozio,Pearlie,liferaft,3
29735,Trace Data,Pearlie,zonetap,4
29736,Afriex,Lassie,flexiwork,4
29737,Marqeta,Sachin,gravitational,3
29738,99designs,Cleo,propellerlabs,3
29739,Nana,Adolphus,relasosales-crm,8
29740,Better Mortgage,Jeanette,rxredefined,7
29741,Powered by Pennies,Margie,relasosales-crm,5
29742,JCP,Jim Andrson,fieldphone,9
29743,Flexi Network,Nelson,schoolzilla,6
29744,TradeLanes,Lucinda,outlier,0
29745,Radical Designs,Ralph,Information Technology,6
29746,Enwoven,Gerald,unionforce,6
29747,OPAL QUALITY SYSTEM MGMT.,Maud,swingtalent,6
29748,ShopPad,Alfred,thecloroxcompany,3
29749,Daily Kos,Vinnie,binti,1
29750,Google,Dovie,binti,4
29751,Liferaft,Warhol,FOUNDATION,6
29752,Apple,Olanga,sub4.me,0
29753,Cadency,Willie,ceresimaging,6
29754,NanoVMs Inc,Roshan,aerialspac.es,5
29755,VSCO,Clarence,distru,7
29756,Zonetap,Evelyn,chargehound,6
29757,Flipcause,Alfred,radicaldesigns,3
29758,Abstract,Ossie,quosap,1
29759,Rockbot,Aline,deepmedia,2
29760,Stealthy IM,Leslie,sependa,4
29761,Viable Fit,Porter,choosefluid,0
29762,Logistix Solutions,Alma,air-quest,5
29763,UHG,Mabel,abstractcre,5
29764,Merus,Rubie,servant,6
29765,The Clorox Company,Ernest,Information Technology,3
29766,L&T,Cleo,mct,8
29767,Vertosa,Dinesh David,www.trellisgrows,4
29768,Sun Microsystem,Porter,radicaldesigns,6
29769,Oncue,Edna,getthru,5
29770,Oyster,Joe,swingtalent,1
29771,Mastek,Porter,rockbot,2
29772,Flexi Network,Hettie,flexiwork,0
29773,Illuminate Ventures,Liza,yozio,5
29774,L&T,Mabel,xqmsg,4
29775,Better Mortgage,Thelma,rxredefined,0
29776,npm,Corine,unagiscooters,5
29777,Joro,Rebecca,coreloop,7
29778,Powered by Pennies,Green,babylist,4
29779,Pogo Financial,Sarah,rxredefined,9
29780,Shiru,KELLY,unchainedlogistics,8
29781,LendUp,Bettie,dailykos,0
29782,Flo AI,Sarah,yunithome,0
29783,lloyds,Warhol,tracedata,7
29784,BriteHub,Ossie,coreloop,3
29785,Rockbot,Annie,zorroa,4
29786,Nana,Nellie,hingeto,4
29787,BuildSite,Emmie,everlaw,0
29788,ENVision mobile,Isaac,quosap,7
29789,Flexi Network,Myrtis,mynd,8
29790,Skillprint,Ellen,radicaldesigns,7
29791,Proxifile,Nellie,www.boxbot,5
29792,Flexi Network,Nelson,wedrop,8
29793,LocusLabs Inc,James,frontleaf,6
29794,Palo Colorado Software.,Clyde,joro,8
29795,Flo AI,Trudie,sbnsoftware,7
29796,SUB4ME INC,James,qwasar,0
29797,Riffyn,Moses,IT Company,6
29798,LINQ Software,William,swingtalent,8
29799,Trellis,Green,divineinterventures,2
29800,Turnitin,Julius,schoolzilla,3
29801,GE,Clyde,buildsite,8
29802,Logistix Solutions,Mabel,spinwheel,1
29803,LAVA,Barbara,fabricgenomics,4
29804,Parsley Software,Hollis,saferize,5
29805,Vivun,Cleo,montclairadvisors,8
29806,FotoNotes,Gordon,vivun,5
29807,tEQuitable,Alfred,ceresimaging,5
29808,Omicia,Rebecca,frontleaf,5
29809,Trellis,Laura,yarden.garden,2
29810,Proxifile,Louis,taote.shop,1
29811,Abstract,Rosie,www.gtwy,4
29812,Distru,Dovie,helloresolve,6
29813,Simple Dynamics,Richard,renewfinancial,0
29814,Guide,Gennie,coreloop,3
29815,Accenture,KELLY,thecloroxcompany,6
29816,Shell,Mamie,Technology,1
29817,Trellis,King,flipcause,8
29818,Ask Media Group,Harvey,tracedata,3
29819,LAVA,Moses,vertosa,4
29820,Allganize,Goldie,launchdarkly,3
29821,AerialSpaces,Clyde,unchainedlogistics,3
29822,Nana,Lillian,allganize,6
29823,SwingSearch,Linnie,wedrop,1
29824,Microsoft,Liza,storytellerhq,7
29825,Binti,Jeanette,oystersoft,3
29826,Zonetap,Richard,techliminal,8
29827,Illuminate Ventures,Rachel,opalqsm,5
29828,Relaso - CRM for Magento E-Commerce,Sidney,tequitable,0
29829,Cintric,Olanga,air-quest,9
29830,Comfy,Jeanette,glancepoint,3
29831,Fivetran,Porter,joinbloommunity,5
29832,Flexi Network,Louis,tequitable,8
29833,Lucid,Lorraine,productboard,3
29834,Simple But Needed Inc.,Leslie,bki,5
29835,Kaiser Permanente,Goldie,metritech,3
29836,Mayvenn,Myrtie,nearbyhq,7
29837,LINQ Software,Vishwa,kalabox.kalamuna,8
29838,Microsoft,Jim Andrson,axiomcloud,9
29839,Toole Design Group,Simon,comfyapp,8
29840,Spinwheel,Isaac,theshoppad,9
29841,Illuminate Ventures,Myrtis,joinmosaic,6
29842,Ceres Imaging,King,cadency,0
29843,Core Loop Games,Sidney,distru,7
29844,Ask Media Group,Dennis,illuminate,4
29845,npm,Ernest,flo-ai,2
29846,SPARKART GROUP INC,Ernest,illuminate,2
29847,TCS,Emmitt,unagiscooters,6
29848,q{Dev} LLC,Vishwa,relasosales-crm,2
29849,Mainz Brady Group,Era,logistixsolutions,6
29850,Trellis,Sachin,skillprint,9
29851,Servant,Myrtis,deepmedia,4
29852,BKI Software Solutions,Trudie,deferpanic,8
29853,Beezwax,Marion,launchdarkly,8
29854,Vidado,Willie,ratecred,1
29855,Servant,Gordon,specosystems,8
29856,Google,Alfred,viable.fit,8
29857,NVIDIA,Pearlie,legalpassage,2
29858,Better Mortgage,Lucinda,mailchimp,7
29859,Vertosa,Rosie,vibryant,8
29860,Microsoft,Marion,breezy,4
29861,Schoolzilla,Julius,mct,8
29862,LocusLabs Inc,Jeanette,rxredefined,5
29863,Cadency,Edward,helloresolve,6
29864,Bedrock Analytics,Emmitt,outlier,2
29865,Servant,Pinkie,theshoppad,1
29866,NOKIA,Myrtle,IT Challange,2
29867,Shared Process Ecosystems,King,oncue,9
29868,Cloudstead,Mabel,better,2
29869,Kickstart Coding,Dovie,qdev,6
29870,NVIDIA,Jimmy,efoundryconsulting,7
29871,Sun Microsystem,Sachin,powerhouse.fund,2
29872,NanoVMs Inc,Vishwa,wedrop,5
29873,Luna Information Systems,Corine,yarden.garden,1
29874,LAVA,Jim Andrson,roofstock,6
29875,Babylist,Alma,techliminal,8
29876,Neyborly,Rebecca,www.askmediagroup,3
29877,Vivun,Corine,www.npmjs,1
29878,Fivetran,Lorraine,kalabox.kalamuna,7
29879,Litterati,Marion,appsmyth,2
29880,OPAL QUALITY SYSTEM MGMT.,Trudie,mbg,7
29881,The Clorox Company,Nellie,unagiscooters,4
29882,WeDrop Software,Matrina,hingeto,7
29883,Core Loop Games,Roshan,even,6
29884,Idea Builder,Emmett,www.pandora,3
29885,Revitalize Venture Studio,Alma,specosystems,5
29886,Flo AI,Nellie,liferaft,4
29887,XQ Message,Lenora,swingtalent,9
29888,Rockbot,King,air-quest,7
29889,LocusLabs Inc,Richard,yunithome,6
29890,Teech Mahindra,Emmie,coreloop,1
29891,Servant,PETER,unchainedlogistics,8
29892,Afriex,Nelson,targetx,7
29893,Mastek,David,yarden.garden,6
29894,GE,Willie, IT HUB,5
29895,99designs,Emmie,kindwhale,3
29896,Trace Data,Sachin,better,0
29897,Grasshopper Kiosks,Bettie,candlecrm,9
29898,Airquest,Gerald,kickstartcoding,2
29899,Logistix Solutions,Gerald,logistixsolutions,5
29900,Everlaw,Myrtie,polysign,8
29901,Spinwheel,Gordon,kindwhale,1
29902,UHG,Simon,exavault,6
29903,yozio,Annie,pogofin,4
29904,Riffyn,Isaac,wedrop,8
29905,Ceres Imaging,Richard,skyloom,5
29906,Merus,Mabel,www.lendup,6
29907,Powered by Pennies,Sachin,dialed.space/works,8
29908,Unagi Scooters,Emmie,tradelanes,4
29909,Schoolzilla,Corine,lunaimaging,2
29910,Toole Design Group,Lucinda,parsleysoftware,0
29911,Google,Rosie,illuminate,5
29912,Accenture,Anne,lunaimaging,9
29913,Microsoft,Ellen,deepmedia,5
29914,Yunit,RON,sparkart,5
29915,Glancepoint,Lenora,hayden,2
29916,Hayden AI,Lorraine,specosystems,2
29917,BriteHub,Edward,revitalizeventures,1
29918,SPARKART GROUP INC,Ralph,bedrockanalytics,2
29919,Mailchimp,Vinnie,www.trellisgrows,6
29920,Manifold,Glennie,thecloroxcompany,0
29921,Binti,Porter,hayden,8
29922,GE,Lorraine,kbcstaffing,9
29923,Rx Redefined,Emmitt,joinbloommunity,1
29924,lloyds,Glennie,glassbreakers,3
29925,Schoolzilla,Dovie,customerlobby,1
29926,Radical Designs,Dennis,tracedata,2
29927,Chargehound,Jeanette,deepmedia,5
29928,Skilltapp Inc.,Joe,designaction,1
29929,Afriex,Lucinda,bodega,8
29930,q{Dev} LLC,Rubie,helloresolve,8
29931,TargetX,Pearlie,simpledynamics,1
29932,Teech Mahindra,Lorraine,bedrockanalytics,2
29933,Parsley Software,Trudie,glassbreakers,2
29934,Design Action Collective,Gordon,pogofin,3
29935,LAVA,Myrtie,xqmsg,5
29936,KindWhale,Ernest,enwoven,6
29937,GE,Barbara,kaiserpermanente,5
29938,Propeller Labs,Dovie,spinwheel,4
29939,Dotshop,Jean,nana academy,7
29940,Huue,William,iogenesys,4
29941,Propeller Labs,Lenora,sependa,0
29942,Better Mortgage,Aline,abstractcre,6
29943,Oncue,Davin,nearbyhq,6
29944,Liferaft,Robert,yunithome,7
29945,Toole Design Group,Margie,FOUNDATION,3
29946,Chargehound,PAUL,metritech,7
29947,Skyloom Global,Annie,etrackerllc,1
29948,99designs,Matrina,sub4.me,9
29949,Guide,Katie,nana academy,3
29950,Gravitational,Sarah,taote.shop,3
29951,Wipro,Porter,dialed.space/works,0
29952,Quosap,Liza,vidado,4
29953,MMWD,Mabel,grasshopperkiosks,4
29954,npm,Hettie,www.npmjs,7
29955,MMWD,Emmie,frontleaf,8
29956,Breezy,Myrtle,glancepoint,3
29957,LAVA,Mabel,www.kaporcenter,6
29958,Cintric,Anne,lucidconnects,7
29959,Vidado,RON,breezy,6
29960,Guide,Rebecca,comcate,1
29961,AerialSpaces,Warhol,afriexapp,7
29962,Ask Media Group,Wilson,skilltapp,0
29963,Omicia,Thelma,crescendoapp,4
29964,Etracker,Bettie,joro,3
29965,Manhattan,Ellen,Information Technology,1
29966,Etracker,Anne,metritech,7
29967,Huue,Estella,nearbyhq,8
29968,Trellis,Ira,99designs,8
29969,yozio,Sachin,simpledynamics,1
29970,Unchained Logistics,Wilson,hingeto,4
29971,Vi Bryant,PAUL,glancepoint,7
29972,Mailchimp,Lenora,snapstrat,0
29973,Zorroa,Moses,mailchimp,2
29974,Mynd,Ossie,allganize,7
29975,Toole Design Group,Ernest,roofstock,6
29976,Dotshop,Dennis,wedrop,9
29977,EFoundry Consulting,Sarah,trychemistry,2
29978,Allganize,King,www.neyborly,2
29979,Roofstock,Jimmy,palocolorado,8
29980,Even,Edna,iogenesys,7
29981,Skyloom Global,Louis,thecloroxcompany,6
29982,Binti,Isaac,polysign,2
29983,Simple But Needed Inc.,Lassie,distru,5
29984,Roofstock,Jeanette,axiomcloud,0
29985,Manifold,Emmitt,locuslabs,8
29986,Nearby,Julius,metritech,3
29987,Postly,Goldie,angelloop,4
29988,Allganize,Emmie,liferaft,5
29989,Fluid,Ray,appsmyth,3
29990,Walmart,Elsie,vidado,9
29991,AerialSpaces,Tressie,zorroa,9
29992,RateCred,Edward,servant,2
29993,Legal Passage,Jimmy,glassbreakers,1
29994,Flexi Network,Iona,poweredbypennies,9
29995,Yarden,Harvey,fivetran,0
29996,Teech Mahindra,Rebecca,abstractcre,6
29997,PolySign,Jim Andrson,www.neyborly,1
29998,Rx Redefined,Estella,mayvenn,1
29999,Unionforce,Liza,deepmedia,6
30000,SUB4ME INC,Abbie,etrackerllc,6
30001,Walmart,Emmett,postly,9
